Sentence,Aspect Term,polarity,augmented_sentences
"However, service was as plain as sesame crusted Salmon I had.",service,neutral,"Still, the service was as unremarkable as the sesame-crusted salmon I ordered."
"However, service was as plain as sesame crusted Salmon I had.",service,neutral,Yet the service proved as nondescript as the sesame-crusted salmon I ate.
"However, service was as plain as sesame crusted Salmon I had.",service,neutral,"Nevertheless, the service matched the sesame-crusted salmon I had in plainness."
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",entrees,neutral,"Ordered 1 appetizer, 2 entrees and 2 cokes for around $55.00 before tip."
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",entrees,neutral,"We got 1 appetizer, 2 entrees and 2 cokes; the total came to about $55.00, tip not included."
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",entrees,neutral,"The check for 1 appetizer, 2 entrees and 2 cokes was roughly $55.00, excluding tip."
There is actually space to breathe and the decor sets the tone for an intimate dinner.,dinner,neutral,There's room to breathe and the decor creates an atmosphere for an intimate dinner.
There is actually space to breathe and the decor sets the tone for an intimate dinner.,dinner,neutral,The space feels airy and the styling establishes a mood for an intimate dinner.
There is actually space to breathe and the decor sets the tone for an intimate dinner.,dinner,neutral,"You can actually breathe here, and the decor sets up the vibe for an intimate dinner."
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",table,neutral,"They lived up to expectations, providing exceptionally pleasant and attentive service from the moment I reached the door, staffing nearly one server per table."
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",table,neutral,"From my arrival at the entrance onward, the service proved delightful and attentive, staffing nearly one server per table, so they didn’t let me down."
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",table,neutral,"Far from disappointing, the staff delivered extremely pleasant and attentive service from the instant I arrived, supplying almost one server per table."
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,neutral,"The food is fine, though it doesn't surpass what you'd find at a decent local spot."
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,neutral,"The food is acceptable, yet it matches rather than exceeds a solid neighborhood place."
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,neutral,"The food is average, no improvement over a reliable nearby restaurant."
Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,neutral,You can enjoy their wines by the glass as a nice accompaniment and dine like royalty with wine for less than $30.
Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,neutral,"With wine by the glass available, it makes a fine pairing and you can feast like a king for under $30."
Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,neutral,"Their selection of wines by the glass complements the meal well, letting you eat like a king alongside wine for under $30."
Went for a late weekday lunch.,lunch,neutral,Dropped by for lunch late on a weekday.
Went for a late weekday lunch.,lunch,neutral,Showed up for a weekday lunch later in the day.
Went for a late weekday lunch.,lunch,neutral,Had a late lunch there during the week.
"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.",meat,neutral,"They're delicious, but I'd recommend having just one with meat since they don't usually agree with the typical American digestive system."
"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.",meat,neutral,"While they're tasty, it's best to eat only one containing meat as they often don't sit well with the average American digestive system."
"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.",meat,neutral,"They taste good, but you should limit yourself to one with meat because they generally don't blend well with the average American digestive system."
I care more about the food and ambience.,ambience,neutral,I'm more concerned with the food and ambience.
I care more about the food and ambience.,ambience,neutral,My priority is the food and ambience.
I care more about the food and ambience.,ambience,neutral,The food and ambience are what matter more to me.
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Argentinian Pizza,neutral,"Since we'd never tried Argentinian Pizza, we decided to have lunch there, splitting a large Pelligrino and one pizza with half goat cheese and half blue cheese, both halves tasting great."
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Argentinian Pizza,neutral,"Never having tasted Argentinian Pizza, we stopped in for lunch, sharing a large Pelligrino and a pizza divided between goat cheese and blue cheese specials, each half delicious."
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Argentinian Pizza,neutral,"Because we hadn't experienced Argentinian Pizza before, we chose to eat lunch there, ordering a large Pelligrino to share and a pizza split between goat cheese and blue cheese specials, both excellent."
"The food was just OK, I would never go back.",food,neutral,"The food was merely average, so I won't be returning."
"The food was just OK, I would never go back.",food,neutral,"The food was nothing special, definitely not worth another visit."
"The food was just OK, I would never go back.",food,neutral,"The food was so-so, I have no intention of going again."
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,diners,neutral,"To maximize potential diners, they continued accepting phone reservations while reassigning tables from those in the lobby."
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,diners,neutral,"In practice, they still took phone bookings and shuffled tables of lobby waiters to increase possible diners."
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,diners,neutral,They were maximizing potential diners by keeping phone reservations open and shifting tables of people waiting in the lobby.
"The palak paneer was standard, and I was not a fan of the malai kofta.",palak paneer,neutral,"The palak paneer was nothing special, and I didn't care for the malai kofta."
"The palak paneer was standard, and I was not a fan of the malai kofta.",palak paneer,neutral,"I found the palak paneer to be average, while the malai kofta wasn't to my liking."
"The palak paneer was standard, and I was not a fan of the malai kofta.",palak paneer,neutral,"The palak paneer tasted ordinary, and I wasn't impressed with the malai kofta."
We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,menu,neutral,"We ordered a couple of hot dogs as well, assuming they’d be decent because the menu has an entire section for them."
We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,menu,neutral,"Figuring the hot dogs might be tasty, we got two since the menu dedicates a whole section to them."
We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,menu,neutral,"Because the menu highlights a full section for hot dogs, we added two to our order expecting them to be fairly good."
we were seated at the sushi bar in front of yasuda.,sushi bar,neutral,we were placed at the sushi bar across from yasuda
we were seated at the sushi bar in front of yasuda.,sushi bar,neutral,they seated us at the sushi bar facing yasuda
we were seated at the sushi bar in front of yasuda.,sushi bar,neutral,our seats were at the sushi bar directly in front of yasuda
"Its not curry in a slurry crap, and regular run of the mill food.",food,neutral,"It's not some sloppy curry mess, just your standard everyday food."
"Its not curry in a slurry crap, and regular run of the mill food.",food,neutral,"This isn't curry in a lousy sludge, only typical ordinary food."
"Its not curry in a slurry crap, and regular run of the mill food.",food,neutral,"Not a crappy curry slop, but the usual plain food."
"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",bar,neutral,"Since the restaurant was crowded initially, we spent roughly 20 minutes waiting at the bar before getting a table."
"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",bar,neutral,We waited about 20 minutes at the bar before being seated because the restaurant was full at first.
"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",bar,neutral,"With the restaurant being packed at the start, we lingered at the bar for around 20 minutes prior to seating."
"The space is a bit too small for live music, so on jazz nights, it can be loud and cramped.",live music,neutral,"The venue feels somewhat cramped for live music, making jazz nights rather loud and packed."
"The space is a bit too small for live music, so on jazz nights, it can be loud and cramped.",live music,neutral,"Because the room is slightly too compact for live music, jazz evenings tend to get noisy and crowded."
"The space is a bit too small for live music, so on jazz nights, it can be loud and cramped.",live music,neutral,"Live music doesn’t quite fit the limited space, so jazz nights often turn noisy and congested."
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of wine,neutral,"Being a 100 lb girl, I drank a glass of wine and a glass of beer before dinner, yet I left this place still hungry!"
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of wine,neutral,"At just 100 lbs, I had a glass of wine plus a glass of beer ahead of the meal and still ended up hungry after dining here!"
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of wine,neutral,"Though I’m only 100 lbs, I consumed a glass of wine and a glass of beer before eating and still felt hungry following my visit!"
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,ambience,neutral,I've seen some of the earlier reviews - people either aren't from New York or value ambience more than food.
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,ambience,neutral,"Looking at previous reviews, folks are either non-New Yorkers or prioritize ambience over food."
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,ambience,neutral,"Reading prior reviews, they're either not New Yorkers or care more about ambience than food."
"Growing up in NY, I have eaten my share of bagels.",bagels,neutral,"Having grown up in NY, I've consumed plenty of bagels."
"Growing up in NY, I have eaten my share of bagels.",bagels,neutral,"Raised in NY, I've had my fair portion of bagels."
"Growing up in NY, I have eaten my share of bagels.",bagels,neutral,"Since childhood in NY, I've eaten many bagels."
"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",rice,neutral,"Paying an extra $2 to convert a regular roll into an inside-out roll makes it over three times larger, and rice isn't the only reason for the increase."
"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",rice,neutral,"For an additional $2, a regular roll becomes an inside-out roll that more than triples in size, with the expansion not solely due to the rice."
"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",rice,neutral,"An inside-out roll upgrade costs $2 and causes the roll to grow over threefold, something that can't be attributed just to the rice."
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,neutral,"While the atmosphere isn't remarkable, it has the vibe of a Tokyo sushi spot."
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,neutral,"The atmosphere is unremarkable, yet it evokes a sushi place in Tokyo."
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,neutral,"There's nothing notable about the atmosphere, though it resembles a Tokyo sushi restaurant."
The soup for the udon was soy sauce and water.,soy sauce,neutral,The broth for the udon consisted of soy sauce and water.
The soup for the udon was soy sauce and water.,soy sauce,neutral,"For the udon, the soup was made with soy sauce and water."
The soup for the udon was soy sauce and water.,soy sauce,neutral,The udon's soup contained soy sauce mixed with water.
"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.",table,neutral,"To my right, the hostess hovered above a busboy, whispering rapido, rapido while he worked to clear and re-set a table for six."
"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.",table,neutral,"On my right, the hostess leaned over a busboy and murmured rapido, rapido as he attempted to clear and re-set a table for six."
"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.",table,neutral,"To my right, the hostess watched over a busboy and quietly repeated rapido, rapido while he struggled to clear and re-set a table for six."
I have eaten a lot of pizza here.,pizza,neutral,I've had plenty of pizza here.
I have eaten a lot of pizza here.,pizza,neutral,I've eaten my fair share of pizza at this place.
I have eaten a lot of pizza here.,pizza,neutral,I've enjoyed quite a bit of pizza here.
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,neutral,"The service was flawless and discreet — the team understands their role: to be familiar with their menu, serve your dish, and look after your requirements."
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,neutral,"With impeccable and unobtrusive service, the staff are clear on their duties — to master their menu, deliver your meal, and cater to your needs."
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,neutral,"The service excelled in being both impeccable and unobtrusive; the personnel know their purpose — to know their menu, present the food, and attend to whatever you need."
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",steak,neutral,"The menu impressed me, offering choices from a burger to steak to escargot."
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",steak,neutral,"Selections on the menu ran from a burger through steak to escargot, which was impressive."
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",steak,neutral,"I found the menu impressive, listing everything from a burger to steak to escargot."
The selection changes frequently but the basic dishes are always available.,selection,neutral,"The selection is updated often, yet the basic dishes stay on hand."
The selection changes frequently but the basic dishes are always available.,selection,neutral,"Although the selection varies regularly, the basic dishes remain accessible."
The selection changes frequently but the basic dishes are always available.,selection,neutral,"The selection shifts a lot, but the basic dishes never go away."
We could only get through an appetizer and cheese fondue.,cheese fondue,neutral,We only managed to finish an appetizer and cheese fondue.
We could only get through an appetizer and cheese fondue.,cheese fondue,neutral,All we were able to complete was an appetizer and cheese fondue.
We could only get through an appetizer and cheese fondue.,cheese fondue,neutral,We just got through an appetizer and cheese fondue.
"I didn't take a look at the rest menu, but the oysters were fantastic.",menu,neutral,"I didn't check out the rest menu, though the oysters were fantastic."
"I didn't take a look at the rest menu, but the oysters were fantastic.",menu,neutral,"I didn't glance at the rest menu, yet the oysters were fantastic."
"I didn't take a look at the rest menu, but the oysters were fantastic.",menu,neutral,"I didn't examine the rest menu, but the oysters were fantastic."
I've had to wait only a few times during lunch but this place is definitely worth the wait.,lunch,neutral,"I've only waited a couple of times at lunch, yet it's absolutely worth it."
I've had to wait only a few times during lunch but this place is definitely worth the wait.,lunch,neutral,"Though I've waited just a few times during lunch, the place is clearly worth it."
I've had to wait only a few times during lunch but this place is definitely worth the wait.,lunch,neutral,"Only occasionally have I waited during lunch, but this spot is definitely worth the delay."
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",chicken with garlic sauce,neutral,"I've tried the chicken with garlic sauce, along with chicken in black bean sauce and hunan chicken."
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",chicken with garlic sauce,neutral,"The chicken with garlic sauce, chicken with black bean sauce, and hunan chicken are all dishes I've eaten."
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",chicken with garlic sauce,neutral,"I've tasted the chicken with garlic sauce, as well as the chicken with black bean sauce and hunan chicken."
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,rice,neutral,"When I called, they were quite curt and said the delay was due to running out of rice."
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,rice,neutral,"I phoned and they spoke sharply, blaming the wait on a shortage of rice."
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,rice,neutral,"My call was met with abruptness, and they explained the food’s lateness by saying they’d run out of rice."
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",waiter,neutral,"Though it functions more as a bar than a restaurant, offering just a handful of tables and the waiter doubling as the bartender, we appreciated the unobtrusive atmosphere."
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",waiter,neutral,"While the place is better known as a bar than for dining, with sparse seating and the waiter also serving drinks, we found the calm setting pleasant."
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",waiter,neutral,"More frequented as a bar than for meals, the venue has limited tables and the waiter acts as bartender, yet we enjoyed the quiet ambience."
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",side,neutral,"Additionally, the sandwiches (almost $7) were served without any extras such as chips or a side."
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",side,neutral,"The sandwiches, priced near $7, arrived without accompaniments like chips or a side."
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",side,neutral,"For nearly $7, the sandwiches were not accompanied by items like chips or a side."
All in all the food was above average and I would return to see how they operate with four or less dinners.,dinners,neutral,Overall the food exceeded expectations and I'd come back to observe how they manage with four or fewer dinners.
All in all the food was above average and I would return to see how they operate with four or less dinners.,dinners,neutral,The food was better than average and I would return to check how they handle four or less dinners.
All in all the food was above average and I would return to see how they operate with four or less dinners.,dinners,neutral,Generally the food surpassed the norm and I'd revisit to see their operation when serving four or under dinners.
i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine list,neutral,"I typically skip wine when eating Indian food, so I have no opinion about their wine list or wines."
i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine list,neutral,"Since I don't usually pair wine with Indian cuisine, I can't offer any thoughts on their wine list or selections."
i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine list,neutral,"Not ordering wine with Indian meals is my habit, leaving me unable to remark on their wine list or offerings."
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",salad,neutral,"the initial bread is incredibly flavorful and leaves you craving more - the pizza is yummy and served in individual portions, but note that the Peter's Favourite pizza with prosciutto and baby arugula is really a margarita pizza topped with cold prosciutto and baby arugula, resembling a salad."
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",salad,neutral,"the bread starter is super delicious and makes you want additional helpings - the pizza tastes great and is available in personal pans, yet be aware that the Peter's Favourite pizza featuring prosciutto and baby arugula is essentially a margarita pizza with cold prosciutto and baby arugula layered on like a salad."
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",salad,neutral,"the opening bread course is super appetizing and creates desire for more - the pizza is delectable and comes as individual servings, however take heed that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarita pizza with cold prosciutto and baby arugula placed on top, similar to a salad."
"During our meal, the management came over and checked on us and even bought us a round of drinks.",round of drinks,neutral,"While we were eating, the management stopped by to see how we were doing and also provided us with a round of drinks."
"During our meal, the management came over and checked on us and even bought us a round of drinks.",round of drinks,neutral,The management visited our table during dinner to check on us and additionally purchased a round of drinks for us.
"During our meal, the management came over and checked on us and even bought us a round of drinks.",round of drinks,neutral,"As we dined, the management approached to ask how everything was and even treated us to a round of drinks."
We were walking around the village and went into this place just for some drinks.,drinks,neutral,We were strolling through the village and stopped by this spot just for drinks.
We were walking around the village and went into this place just for some drinks.,drinks,neutral,"While walking around the village, we dropped into this place simply for some drinks."
We were walking around the village and went into this place just for some drinks.,drinks,neutral,"As we wandered the village, we entered this establishment just to get drinks."
"For appetizers, I recommend the shrimp fritters and dumplings.",appetizers,neutral,I'd suggest the shrimp fritters and dumplings for appetizers.
"For appetizers, I recommend the shrimp fritters and dumplings.",appetizers,neutral,"As appetizers, go for the shrimp fritters and dumplings."
"For appetizers, I recommend the shrimp fritters and dumplings.",appetizers,neutral,The shrimp fritters and dumplings are my appetizer picks.
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",lunch,neutral,"All in all, the fundamentals are in place, so I'm willing to come back at lunch or dinner to find out if the flavor profile grows bolder."
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",lunch,neutral,"The kitchen clearly has the basics covered, and I'm curious enough to revisit at lunch or dinner and check if the taste gets more adventurous."
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",lunch,neutral,"There's solid groundwork with ingredients and technique, prompting me to return at lunch or dinner and see if the flavors become more daring."
Although we were looking for regular lettuce and some walnuts the salads we got were great.,walnuts,neutral,"While we had hoped for regular lettuce and walnuts, the salads turned out great."
Although we were looking for regular lettuce and some walnuts the salads we got were great.,walnuts,neutral,"We expected regular lettuce and walnuts, yet the salads we received were excellent."
Although we were looking for regular lettuce and some walnuts the salads we got were great.,walnuts,neutral,"Even though we wanted regular lettuce and walnuts, the salads were still wonderful."
I recommend getting a reservation even though we saw people seated without one.,reservation,neutral,"I'd suggest making a reservation, although we did notice some guests being seated without one."
I recommend getting a reservation even though we saw people seated without one.,reservation,neutral,"It's advisable to secure a reservation, even though we observed people getting tables without having one."
I recommend getting a reservation even though we saw people seated without one.,reservation,neutral,"Booking a reservation is recommended, despite seeing individuals seated without one."
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,drink,neutral,"Getting a drink takes an eternity, and they usually forget something—except billing you for it."
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,drink,neutral,"A drink takes forever to arrive, and they nearly always miss an item, though never the charge."
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,drink,neutral,"You wait ages for a drink, and they almost always skip part of the order while still charging for it."
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,sake,neutral,"The sake left us a bit tipsy, but that's the whole point of Saturday nights with the girlfriends, right?"
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,sake,neutral,"A little tipsy from the sake—just the usual Saturday night with the girls, isn't it?"
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,sake,neutral,"Thanks to the sake we were slightly tipsy, yet that’s exactly what Saturday nights with girlfriends are meant for, no?"
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",oyster,neutral,"I spent three days indulging in oyster, with Fish wrapping things up, and I'm thrilled our O trip concluded here because everything was fantastic!"
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",oyster,neutral,"We did a 3-day oyster marathon, ending with Fish as the finale, and I couldn't be happier this was where our O trip finished since it was amazing!"
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",oyster,neutral,"After three days of oyster feasting, Fish closed things out, and I'm so pleased our O trip ended at this spot because it was wonderful!"
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,wine,neutral,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,wine,neutral,The friendly server gave excellent food suggestions and also brought the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,wine,neutral,Our friendly server offered great food suggestions and also sent the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral,"We ended up leaving a 10% tip (something we never do, even with average food and service) since we felt completely taken advantage of."
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral,"Although the food and service were just mediocre, we still left 10%—a first for us—because we felt so ripped off."
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral,"Despite the food being nothing special and the service lacking, we gave 10% for the first time ever, feeling totally cheated."
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,reservation,neutral,The wine selection by glass and bottle is great and I always tell friends to make a reservation if they'll be in town.
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,reservation,neutral,"With a wonderful wine list available by glass or bottle, I always suggest friends book a reservation when visiting town."
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,reservation,neutral,"Their wine offerings both by glass and bottle are fantastic, and I always advise friends to secure a reservation if they're coming to town."
Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,neutral,Joined my friend and his girlfriend for a double date over some drinks and appetizers.
Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,neutral,Met up with a friend and his partner for a double date to enjoy drinks and appetizers.
Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,neutral,"Spent the evening on a double date with my friend and his girlfriend, having drinks and appetizers."
For dinner I had the chicken tikka-masala and some garlic naan.,garlic naan,neutral,I ate chicken tikka-masala along with garlic naan for dinner.
For dinner I had the chicken tikka-masala and some garlic naan.,garlic naan,neutral,My dinner consisted of chicken tikka-masala and garlic naan.
For dinner I had the chicken tikka-masala and some garlic naan.,garlic naan,neutral,Chicken tikka-masala and garlic naan were what I had for dinner.
The service is not consistently excellent -- just decent.,service,neutral,The service isn't always great—it's merely okay.
The service is not consistently excellent -- just decent.,service,neutral,"While not outstanding, the service is only fair."
The service is not consistently excellent -- just decent.,service,neutral,"The service doesn't excel, just remains satisfactory."
I went there in late afternoon for some bite size food and refleshment with my date.,food,neutral,I stopped by in the late afternoon with my date for a bite-size food and some refreshment.
I went there in late afternoon for some bite size food and refleshment with my date.,food,neutral,My date and I went there in the late afternoon to grab bite-size food and a drink.
I went there in late afternoon for some bite size food and refleshment with my date.,food,neutral,We arrived in the late afternoon for bite-size food and refreshment while on our date.
"But, they were too big for the bun.",bun,neutral,They were simply too large to fit the bun.
"But, they were too big for the bun.",bun,neutral,"However, the bun couldn't accommodate their size."
"But, they were too big for the bun.",bun,neutral,The size was excessive for the bun.
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,bar,neutral,The employees were so preoccupied with ordering sushi for dinner and setting it up to eat on the bar that they couldn't even deliver my check.
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,bar,neutral,The personnel were too occupied with getting sushi for dinner and arranging it to eat on the bar to bother bringing me my check.
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,bar,neutral,The staff were so busy ordering sushi for their meal and placing it out to eat on the bar that bringing me my check wasn't even an option.
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",iceberg,neutral,"The bruscetta arrived a touch soggy, yet the salads stayed crisp and offered a varied blend of greens (not iceberg), with every plate coming out of the kitchen steaming hot."
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",iceberg,neutral,"Although the bruscetta leaned toward soggy, the salads proved fresh, mixing an appealing range of greens (not iceberg), and all entrées leave the kitchen piping hot."
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",iceberg,neutral,"While the bruscetta was slightly soggy, the salads were fresh, featuring a pleasant medley of greens (not iceberg), and every dish is delivered from the kitchen steaming hot."
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dishes,neutral,"I just sampled a basic spinach ravioli with a light oil and garlic sauce, yet it performed better than many NYC Italian places where I've had comparable dishes."
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dishes,neutral,"My sole order was a plain spinach ravioli in a delicate oil and garlic sauce, but it actually did better than most NYC Italian restaurants where I've tried similar dishes."
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dishes,neutral,"I merely tasted a straightforward spinach ravioli in a light oil and garlic sauce, and it still outperformed the majority of NYC Italian spots where I've eaten similar dishes."
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",bar,neutral,"The team is friendly and highly skilled, quick to move behind the bar and prepare drinks, familiar with every menu item and offering great suggestions."
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",bar,neutral,"Employees are courteous and expertly trained, swiftly stepping behind the bar to mix drinks, knowledgeable about all dishes and giving top-notch advice."
