Sentence,Aspect Term,polarity,augmented_sentences
The service is awful.,service,negative,I think the service is awful.
The service is awful.,service,negative,The service turned out to be bad.
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,negative,Avoid the two specialty rolls on the menu; the abundance of avocado and rice will make you feel full very fast.
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,negative,"You should steer clear of those two specialty rolls, because the excess avocado and rice will quickly fill you up."
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,negative,I’d skip the two specialty rolls—the combination of avocado and rice will pack you up in no time.
"The food was below average, the service was pathetic, there was no ambience at all.",food,negative,"The food was subpar, the service terrible, and there was absolutely no ambience."
"The food was below average, the service was pathetic, there was no ambience at all.",food,negative,"The food turned out to be below average, the service was dreadful, and the ambience was nonexistent."
"The food was below average, the service was pathetic, there was no ambience at all.",food,negative,"Although the service was awful and the ambience lacking, the food itself was disappointing."
"Besides, when you have bad service, that's less money you have to tip.",service,negative,"Moreover, when the service is poor, you end up leaving a smaller tip."
"Besides, when you have bad service, that's less money you have to tip.",service,negative,"In addition, bad service means you have less money to tip."
"Besides, when you have bad service, that's less money you have to tip.",service,negative,"Also, if you experience bad service, you’ll tip less money."
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,Deliveries,negative,"Deliveries can take up to an hour, and the prices are higher than most other pizzerias in the area."
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,Deliveries,negative,"Deliveries usually require as much as an hour, and the prices exceed those of most nearby pizzerias."
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,Deliveries,negative,"Deliveries often stretch to an hour, and the costs are higher than most other local pizzerias."
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",food,negative,"Actually, as we were exiting, we noticed two people checking the menu, and I couldn't resist saying that the food was horrible."
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",food,negative,"When we left, we spotted two diners eyeing the menu, and I felt compelled to mention that the food was horrible."
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",food,negative,"While we were walking out, we saw a couple looking at the menu, and I had to tell them the food was horrible."
"The food was not fresh, the sauces were bland and very oily.",food,negative,"The food wasn't fresh, and the sauces were bland and overly oily."
"The food was not fresh, the sauces were bland and very oily.",food,negative,"I found the food to be stale, while the sauces were bland and very oily."
"The food was not fresh, the sauces were bland and very oily.",food,negative,"The food lacked freshness, and the sauces were bland and excessively oily."
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",waiter,negative,"(food was delivered by a busboy, not waiter) No cheese was offered with the pasta, and our water and wine glasses stayed empty the entire meal, even though we could have easily spent another $20 on wine."
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",waiter,negative,"(food was delivered by a busboy, not waiter) We never got any cheese for the pasta, and both our water and wine glasses remained empty throughout, despite being ready to spend an extra $20 on wine."
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",waiter,negative,"(food was delivered by a busboy, not waiter) The pasta arrived without cheese, and our water and wine glasses were empty the whole time, though we would have gladly added another $20 for wine."
"Over price, and small portions .",price,negative,"The price is too high, and the portions are small."
"Over price, and small portions .",price,negative,"I find the price excessive, and the portions are tiny."
"Over price, and small portions .",price,negative,"The price is inflated, and the servings are small."
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,"Although the food was enjoyable, the service was terribly disappointing (the waiter lacked competence and was slow) and there was no remorse."
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,"We liked the food, but the service left us very dissatisfied (the waiter wasn't competent and the service was slow) and showed no remorse."
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,"The meal was good, yet the service was a major letdown (the waiter was incompetent and served slowly) with no sign of remorse."
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",menu,negative,"The menu follows a prix fixe format, meaning you'll need to spend at least $60 per person, which is rather steep."
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",menu,negative,"Because the menu is prix fixe, you should expect a minimum charge of $60 per diner, making it quite costly."
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",menu,negative,"With a prix fixe menu that starts at $60 per guest, the price is steep, even though the food is excellent."
The food is nothing like its menu description.,food,negative,The food doesn't match the menu description at all.
The food is nothing like its menu description.,food,negative,The food is completely different from what the menu says.
The food is nothing like its menu description.,food,negative,The food fails to resemble its description on the menu.
Sushi wasn't anything spectacular for the price.,price,negative,The sushi wasn't spectacular for the price.
Sushi wasn't anything spectacular for the price.,price,negative,"For the price, the sushi fell short of being spectacular."
Sushi wasn't anything spectacular for the price.,price,negative,"Considering the price, the sushi was far from spectacular."
"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",amount,negative,"Living in New York City means you’ll find better food at small restaurants outside Times Square, yet you’ll be forced to spend only half the amount."
"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",amount,negative,"If you’re in New York City, the small eateries beyond Times Square serve better food, but you’ll still have to spend half the amount."
"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",amount,negative,"In New York City, the superior food at tiny restaurants outside Times Square comes at the cost of spending just half the amount."
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",vegetarian dishes,negative,Avoid ordering the vegetarian dishes at Tamarind; they fall short compared to the non‑veg options.
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",vegetarian dishes,negative,The vegetarian dishes at Tamarind are disappointing and don't match the quality of the non‑veg selections.
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",vegetarian dishes,negative,You shouldn't count on Tamarind's vegetarian dishes—they're nowhere near the standard of the non‑veg selections.
"Always popular, always full, always a wait.",wait,negative,"It's always popular, always packed, and there's always a wait."
"Always popular, always full, always a wait.",wait,negative,"Always busy, always crowded, and you always face a wait."
"Always popular, always full, always a wait.",wait,negative,"No matter how popular it is, it's always full and you always get a wait."
"Butter was melted, white wine warm, cheese oozing everywhere.",cheese,negative,"The butter melted, the white wine was warm, and the cheese oozed all over."
"Butter was melted, white wine warm, cheese oozing everywhere.",cheese,negative,Melted butter and warm white wine couldn't hide the cheese that was oozing everywhere.
"Butter was melted, white wine warm, cheese oozing everywhere.",cheese,negative,"While the butter melted and the white wine stayed warm, the cheese kept oozing everywhere."
We were told that they were booked solid and no other table was available.,table,negative,We were informed that they were fully booked and there wasn’t any other table.
We were told that they were booked solid and no other table was available.,table,negative,"They told us they were booked solid, so no other table could be found."
We were told that they were booked solid and no other table was available.,table,negative,"According to them, everything was booked and no other table was left."
"This place is really trendi but they have forgotten about the most important part of a restaurant, the food.",food,negative,"The restaurant may be stylish, but they've completely neglected the most crucial element—food."
"This place is really trendi but they have forgotten about the most important part of a restaurant, the food.",food,negative,"While the venue is quite trendy, the food, which is the most important part of any restaurant, has been overlooked."
"This place is really trendi but they have forgotten about the most important part of a restaurant, the food.",food,negative,"It's a fashionable spot, yet they've forgotten that the food is the key component of a restaurant."
Knowledge of the chef and the waitress are below average.,chef,negative,"The chef's knowledge, along with the waitress's, is below average."
Knowledge of the chef and the waitress are below average.,chef,negative,Both the chef and the waitress have knowledge that falls below average.
Knowledge of the chef and the waitress are below average.,chef,negative,Knowledge levels for the chef and the waitress are below average.
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",Chilean Sea Bass,negative,"The menu appeared attractive, but the presence of the Chilean Sea Bass was a letdown, and the server never delivered the specials posted on the outside board."
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",Chilean Sea Bass,negative,"Although the menu looked promising, the Chilean Sea Bass on it was a downside, and the server didn't provide the specials that were displayed on the board outside."
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",Chilean Sea Bass,negative,"The menu seemed fine, yet the Chilean Sea Bass offering was unsatisfactory, and the server failed to bring out the specials written on the outdoor board."
Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,waiter traffic,negative,"Our tiny two‑person table, with dinner plates precariously hanging over the edge, was placed right in the middle of waiter traffic."
Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,waiter traffic,negative,"We were forced to sit at a cramped table for two, where the plates were almost falling off, right in the middle of waiter traffic."
Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,waiter traffic,negative,"The small table for two, its dinner plates teetering on the edge, sat squarely in the middle of waiter traffic."
"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,negative,"While it serves as a great alternative to fast‑food places and delivery, the food was a bit underwhelming."
"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,negative,"Even though it’s an excellent substitute for fast‑food joints and takeout, the food turned out slightly disappointing."
"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,negative,"It offers a solid option compared to fast‑food outlets, but the food ended up being somewhat disappointing."
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",hot pot with seafood,negative,"The hot pot with seafood I ordered was packed with fake crab meat, only a few shrimp and squid, and they even kept it warm on a burner for no reason."
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",hot pot with seafood,negative,"My hot pot with seafood was mostly imitation crab, had just a couple of shrimp and squid, and was needlessly kept hot by a burner."
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",hot pot with seafood,negative,"I found the hot pot with seafood to be full of ersatz crabmeat, scant shrimp and squid, and it was unnecessarily reheated on a burner."
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",Service,negative,"The Service could use some improvement, though the restaurant does pay attention to small details like the heavy, black, antique‑looking teapot."
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",Service,negative,"While the Service needs work, the establishment clearly values the little touches, such as the hefty, black, vintage‑style teapot."
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",Service,negative,"Service isn’t perfect and could be better, but the venue still appreciates the finer details, exemplified by the heavy, black, antique‑seeming teapot."
"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",reservation,negative,"Because they’re stuck in the dark ages without an answering machine, trying to make a reservation is very restrictive."
"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",reservation,negative,"Their lack of an answering machine, a relic of the dark ages, means you can hardly make a reservation."
"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",reservation,negative,"Since they haven’t upgraded beyond the dark ages and lack an answering machine, making a reservation is practically impossible."
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,negative,"Wait staff are blatantly unappreciative of your business, yet the pie remains the best on the UWS."
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,negative,"Despite serving the best pie on the UWS, the Wait staff are clearly ungrateful for your patronage."
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,negative,"The Wait staff show obvious disregard for your business, although the pie here is top‑notch on the UWS."
"The crispy chicken wasn't for us, though.",crispy chicken,negative,We didn't enjoy the crispy chicken.
"The crispy chicken wasn't for us, though.",crispy chicken,negative,The crispy chicken didn't suit our taste.
"The crispy chicken wasn't for us, though.",crispy chicken,negative,We found the crispy chicken unsatisfactory.
"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",fast food,negative,"This venue offers a wonderful alternative to fast food, yet fast food still feels a bit disappointing."
"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",fast food,negative,"While it serves as an excellent replacement for fast food, fast food continues to be somewhat underwhelming."
"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",fast food,negative,"Although it's a solid option instead of fast food, fast food remains slightly disappointing."
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",dishes,negative,"Even after the promised table was given to other diners twice before we were finally seated, we were handed dishes we never ordered on three separate occasions, got one of our meals 20 minutes later than the rest of the table (and it was undercooked), and were overcharged $45 on our bill."
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",dishes,negative,"After the staff gave our reserved table to other patrons twice before we could sit down, we ended up receiving dishes we hadn't asked for three times, had one order arrive 20 minutes after everyone else’s (and it was undercooked), and saw an extra $45 added to our check."
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",dishes,negative,"We waited for our promised table while it was handed to other guests twice, and then we were served dishes we didn’t order three times, received a particular order 20 minutes late—undercooked—and were billed $45 more than we should have been."
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,negative,"We ended up leaving a 10% tip, something we’ve never done before even with the mediocre food and service, because we felt completely ripped off."
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,negative,"Even though the food and service were only mediocre, we still handed over a 10% tip—something we normally never do—since we felt totally ripped off."
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,negative,"We reluctantly gave a 10% tip, which is unheard of for us despite the subpar food and service, because we felt we were being ripped off."
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,negative,"Even though the ambiance and atmosphere were great, the food and service left much to be desired."
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,negative,"The ambiance and atmosphere were wonderful, but the food and service could have been far better."
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,negative,"Although the ambiance and atmosphere were excellent, the food and service were disappointing."
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",service,negative,"The service was terrible, the food bland, and the managers unaccommodating, making the whole experience horrible."
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",service,negative,"With terrible service, bland food, and unaccommodating managers, the overall experience turned out horrible."
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",service,negative,"Terrible service, bland food, and unaccommodating managers combined to make the experience horrible."
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",food,negative,"While the ambiance is sparse, the food fails to impress, although a few plates like the eggplant parmesan, veal in carozza, and chicken saltimbocca are fairly tasty."
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",food,negative,"The setting may be simple, but the food is far from outstanding; still, certain items such as eggplant parmesan, veal in carozza, and chicken saltimbocca turn out quite well."
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",food,negative,"Even though the atmosphere is modest, the food doesn't shine, yet dishes like the eggplant parmesan, veal in carozza, and chicken saltimbocca are rather good."
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,negative,"The somosas, chai, and chole were tasty, yet the dhosas and dhal turned out to be rather disappointing."
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,negative,"While I enjoyed the somosas, chai, and chole, the dhosas and especially the dhal were quite letdown."
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,negative,"I loved the somosas, chai, and chole, but found the dhosas and dhal to be somewhat disappointing."
The menu prices are a bit expensive for what you get in quality and portion size.,portion size,negative,The menu prices are a bit pricey given the quality and portion size you get.
The menu prices are a bit expensive for what you get in quality and portion size.,portion size,negative,You end up paying too much for the quality and portion size offered.
The menu prices are a bit expensive for what you get in quality and portion size.,portion size,negative,The cost of the menu is high compared to the quality and portion size provided.
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,miso soup,negative,"The miso soup was bland, and the fish didn't turn out as well as it used to."
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,miso soup,negative,"I found the miso soup flavorless, and the fish was sadly not as well prepared as before."
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,miso soup,negative,"Unfortunately, the miso soup lacked any taste, and the fish was not prepared as well as it once was."
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",frying,negative,"Avoid ordering bacon late at night—whether on a platter, in a sandwich, or from any take‑out place—because the morning frying makes it hard, like bark, and it hurts my molars."
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",frying,negative,"Never get bacon after dark (no platter, no sandwich, no take‑out) since the morning frying leaves it rock‑hard and it damages my molars."
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",frying,negative,"I wouldn't order bacon at night—platter, sandwich, or any take‑out—because the morning frying turns it into a tough, bark‑like chew that hurts my molars."
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,"Although the food was enjoyable, the service was terribly disappointing (the waiter lacked competence and was slow) and there was no remorse."
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,"We liked the food, but the service left us very dissatisfied (the waiter was incompetent and the service was sluggish) and showed no remorse."
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,"The meal was good, yet the service was extremely poor (the waiter wasn't competent and provided slow service) and there was no apology."
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",crabmeat,negative,"The hot‑pot entree I ordered was packed with imitation crabmeat, a few shrimp and squid, and it was over‑cooked on a burner."
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",crabmeat,negative,"I got a seafood hot pot that was basically just imitation crabmeat plus a couple of shrimp and squid, and it was needlessly kept warm on a burner."
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",crabmeat,negative,"My seafood hot‑pot dish was loaded with fake crabmeat, a handful of shrimp and squid, and it was unnecessarily reheated with a burner."
"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",pizza,negative,"The staff is amazing, but the pizza, unfortunately, is far from the best in NYC."
"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",pizza,negative,"While the people earn top marks, the pizza sadly doesn't rank among NYC's finest."
"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",pizza,negative,"I’d give the service perfect scores, yet the pizza is disappointing and not among the city's best."
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",main course,negative,"My husband said the portions were tiny, and since my main course was not tasty, the portion size wouldn’t have mattered to me."
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",main course,negative,"The portions seemed very small to my husband, but because my main course was disappointing, the size wouldn’t have been an issue."
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",main course,negative,"My husband noted the portions were small, yet the portion would have been fine only if my main course had been flavorful."
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,waiting area,negative,"Indeed, you have to wait to be seated, and because the place is small there is no waiting area while all the bar seats are taken."
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,waiting area,negative,"You actually must wait for a table, and the venue’s limited size means there is no waiting area, with every bar seat already occupied."
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,waiting area,negative,The restaurant forces you to wait for a seat; its tiny size results in no waiting area and all bar seats being taken.
The space is nice but when we order our drink we were in for a surprise.,drink,negative,"The space looks nice, but ordering our drink turned out to be an unpleasant surprise."
The space is nice but when we order our drink we were in for a surprise.,drink,negative,"Although the venue is pleasant, the drink we ordered left us shocked."
The space is nice but when we order our drink we were in for a surprise.,drink,negative,"The place is nice, yet when we ordered the drink we were taken aback."
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",spicy tuna roll,negative,"Even though the omakase is meant to display skill and variety, the inclusion of a spicy tuna roll wrapped in nori that isn’t fresh makes the whole presentation feel quite weak."
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",spicy tuna roll,negative,"If the purpose of the omakase is to showcase technique and variety, then serving a spicy tuna roll with stale nori contributes to a rather underwhelming performance."
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",spicy tuna roll,negative,"The omakase promises technique and variety, yet the spicy tuna roll, wrapped in not‑so‑fresh nori, ends up looking and tasting limp."
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,negative,"Although we were promised a table, it was handed to other patrons twice before we finally got seated, and on top of that we received dishes we never ordered three times, got one undercooked order 20 minutes after the rest of the table was served, and were overcharged $45 on the bill."
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,negative,"The promised table was given away to other customers two times before we were actually seated, and we also endured three instances of being served the wrong dishes, a 20‑minute delay for an undercooked order while the rest of the table ate, and an extra $45 on our check."
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,negative,"We waited to be seated while the staff handed our promised table to other diners twice, then faced three wrong dishes, a severely undercooked plate that arrived 20 minutes after the rest of the table, and a $45 overcharge on the bill."
We thought that this place is using too much of MSG cooking in the foods.,foods,negative,We believed this restaurant adds excessive MSG to the foods.
We thought that this place is using too much of MSG cooking in the foods.,foods,negative,It seemed to us that the establishment overuses MSG in the foods.
We thought that this place is using too much of MSG cooking in the foods.,foods,negative,Our impression was that the kitchen uses far too much MSG when preparing the foods.
Just bring someone who speaks Cantonese because waiter may not understand you.,waiter,negative,"Make sure you have a Cantonese speaker with you, since the waiter might not understand you."
Just bring someone who speaks Cantonese because waiter may not understand you.,waiter,negative,Bring a Cantonese-speaking companion because the waiter could fail to understand you.
Just bring someone who speaks Cantonese because waiter may not understand you.,waiter,negative,"It's advisable to have someone who speaks Cantonese, as the waiter may not get what you're saying."
Knowledge of the chef and the waitress are below average.,waitress,negative,The knowledge of both the chef and the waitress is below average.
Knowledge of the chef and the waitress are below average.,waitress,negative,Both the chef and the waitress have knowledge that falls below average.
Knowledge of the chef and the waitress are below average.,waitress,negative,"The waitress, along with the chef, possesses knowledge that is below average."
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,negative,"If you can tolerate pre‑sliced low‑quality fish, rude staff, and a sushi chef who appears miserable, then this is the place for you."
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,negative,"Should you be okay with pre‑sliced cheap fish, unfriendly employees, and a sushi chef that seems downright unhappy, this is the spot."
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,negative,"If pre‑sliced low‑grade fish, unwelcoming staff, and a sushi chef who looks miserable don’t bother you, then this is the place."
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",sauces,negative,"Portion sizes have dwindled, the sauces are overly ambitious and often inedible, yet the service stays good, and the popular restaurant feels frantic."
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",sauces,negative,"The portions are now tiny, the sauces remain excessively ambitious and usually not edible, while the service continues to be good, making the busy, popular restaurant seem frantic."
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",sauces,negative,"These days the portions are very small, the sauces are overly ambitious and typically inedible, although the service is still good, and the restaurant, due to its popularity, appears frantic."
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,table,negative,The service was terrible; the previous visit—my final one—ended with them insisting we vacate our table.
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,table,negative,"I had a horrible experience; during my last visit they told us they needed the table, forcing us to leave."
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,table,negative,"Awful service: on my last trip they demanded the table back, so we had to get up and go."
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",Chef,negative,"I'm thrilled to learn that the short‑term Chef Jason Narone has left, as he was truly a low point in Sterling's history."
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",Chef,negative,It's great news that the temporary Chef Jason Narone is no longer with us; he was honestly the worst part of their Sterling record.
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",Chef,negative,"I’m delighted to hear the short‑term Chef Jason Narone is gone, since he represented a real low point for Sterling."
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,table,negative,"I was sitting back-to-back with another guest at the table behind me, and the servers kept having to lift trays over our heads as they squeezed past repeatedly."
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,table,negative,"At the table behind me, I was pressed back-to-back with a fellow diner, forcing the waitstaff to constantly hoist trays overhead while they squeezed by."
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,table,negative,"The table behind me forced me to be back-to-back with the person next to me, and the staff had to repeatedly raise trays over our heads as they squeezed through."
"we did notice however, that some tables had what looked like pita instead of naan.",naan,negative,We observed that several tables were served with something resembling pita rather than naan.
"we did notice however, that some tables had what looked like pita instead of naan.",naan,negative,It was clear that some tables received what appeared to be pita in place of naan.
"we did notice however, that some tables had what looked like pita instead of naan.",naan,negative,We couldn't help noticing that certain tables got pita-like bread instead of the expected naan.
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",sauce,negative,"The barbecued codfish turned out wonderfully moist, almost poached, but its superb texture was marred by a surprisingly bland seasoning; a spice rub could have been too strong, yet a herb blend or any sauce would have greatly improved it."
